project, size, inversion-ratio, thr  eads, run, time, instructions, cycles, context-switches, cache-misses, L1-dcache-load-misses, stalled-cycles-frontend, stalled-cycles-backend
Go, 1024, 0, 4, 2, .61, 5122576, 9105715, 38, 46135, 66710, 1970622, 3659700
Go, 1024, 0, 4, 3, .75, 5111997, 8860230, 38, 44731, 69657, 2119501, 3582526
Go, 1024, 0, 4, 4, .74, 5868820, 9781030, 40, 45613, 65477, 1952265, 3609100
Go, 1024, 0, 4, 5, .60, 5438023, 8846734, 42, 47867, 67142, 1916893, 3644804
Go, 1024, 0, 4, 6, .70, 5032474, 9491019, 44, 45849, 70288, 2044526, 3680850
Go, 1024, 0, 4, 7, .68, 5570460, 9412491, 45, 46266, 69309, 1975873, 3362033
Go, 1024, 0, 4, 8, .60, 5333514, 9169468, 34, 46922, 65479, 1937574, 3590005
Go, 1024, 0, 8, 1, .88, 5624147, 9873452, 39, 49710, 72492, 2114773, 3325959
Go, 1024, 0, 8, 2, .94, 5827678, 10215572, 46, 48360, 73749, 2023006, 4046186
Go, 1024, 0, 8, 3, .83, 5768395, 8784084, 46, 47654, 71133, 2229906, 3929025
Go, 1024, 0, 8, 4, .91, 5812619, 11342850, 36, 48526, 71233, 2073932, 3546767
Go, 1024, 0, 8, 5, .95, 6048857, 10188450, 42, 55722, 73347, 2108167, 3945388
Go, 1024, 0, 8, 6, .88, 6111037, 9927442, 40, 48940, 72739, 2200338, 4112673
Go, 1024, 0, 8, 7, .97, 5694777, 10974432, 43, 52366, 70718, 2077133, 4182135
Go, 1024, 0, 8, 8, .98, 5748504, 9758183, 43, 47671, 71434, 2092591, 3913420
Go, 1024, 0, 16, 1, 1.00, 6056197, 10803509, 51, 53181, 75680, 2269004, 4595855
Go, 1024, 0, 16, 2, 1.12, 6227618, 11666357, 50, 54851, 79410, 2379826, 4205781
Go, 1024, 0, 16, 3, 1.12, 7347362, 11511801, 42, 53098, 83847, 2286460, 4294602
Go, 1024, 0, 16, 4, 1.14, 6755501, 11597879, 45, 55456, 79049, 2438630, 4380995
Go, 1024, 0, 16, 5, 1.07, 6480872, 10525006, 47, 50962, 75804, 2312082, 4602677
Go, 1024, 0, 16, 6, 1.13, 7058764, 11475630, 55, 53167, 79151, 2466237, 4516266
Go, 1024, 0, 16, 7, 1.10, 6628576, 11823483, 47, 54938, 77451, 2220779, 4233825
Go, 1024, 0, 16, 8, .91, 6535822, 11371798, 50, 51788, 77203, 2355382, 4696406
Go, 1024, 0, 32, 1, 1.40, 6593871, 11873551, 49, 57133, 85358, 2325543, 5218399
Go, 1024, 0, 32, 2, 1.23, 6523779, 12166662, 52, 56857, 82128, 2196690, 4439237
Go, 1024, 0, 32, 3, 1.18, 6437814, 11419508, 48, 57774, 88787, 2401395, 4599841
Go, 1024, 0, 32, 4, 1.29, 6703454, 13152610, 49, 52301, 80163, 2433743, 4562961
Go, 1024, 0, 32, 5, 1.19, 7106029, 11655759, 50, 55483, 82200, 2515256, 4279522
Go, 1024, 0, 32, 6, 1.20, 6249366, 10289298, 51, 53866, 85205, 2437209, 4813103
Go, 1024, 0, 32, 7, 1.29, 6946974, 10719886, 58, 56178, 77166, 2591606, 4468953
Go, 1024, 0, 32, 8, 1.25, 6708170, 12098211, 47, 57332, 79810, 2340911, 4511919
Go, 1024, 25, 1, 1, .52, 4637032, 8060781, 32, 44814, 62807, 1875583, 3136694
Go, 1024, 25, 1, 2, .52, 4940227, 8840806, 27, 42804, 65159, 1924743, 3275103
Go, 1024, 25, 1, 3, .47, 4788969, 8280213, 30, 42773, 62146, 1897530, 3184487
Go, 1024, 25, 1, 4, .49, 4904182, 8577610, 31, 43515, 62404, 1830781, 3256149
Go, 1024, 25, 1, 5, .49, 4815660, 8446794, 32, 41405, 64890, 1827271, 3300556
Go, 1024, 25, 1, 6, .47, 5050184, 8594619, 27, 42965, 64701, 1825622, 3224421
Go, 1024, 25, 1, 7, .49, 5122850, 8229324, 32, 41826, 63783, 1808007, 3144279
Go, 1024, 25, 1, 8, .48, 4894873, 8701460, 32, 43429, 64573, 1861835, 3059219
Go, 1024, 25, 2, 1, .54, 5066058, 8356851, 34, 41638, 65802, 1900606, 3278125
Go, 1024, 25, 2, 2, .54, 5069836, 8774077, 34, 44581, 64941, 1842036, 3298927
Go, 1024, 25, 2, 3, .56, 4943100, 8697795, 32, 44555, 63800, 1966025, 3413679
Go, 1024, 25, 2, 4, .55, 5062053, 8527370, 34, 44430, 62595, 1980932, 3170255
Go, 1024, 25, 2, 5, .53, 5100092, 8531270, 31, 45749, 66783, 1899351, 3240374
Go, 1024, 25, 2, 6, .53, 5091632, 8561331, 30, 45417, 67703, 1931467, 3151107
Go, 1024, 25, 2, 7, .53, 4968446, 8423888, 35, 45525, 64729, 1934918, 3258154
Go, 1024, 25, 2, 8, .53, 4951649, 8352928, 36, 45196, 64085, 1954635, 3253637
Go, 1024, 25, 4, 1, .69, 5513846, 9552751, 41, 45805, 65619, 1934073, 3607830
Go, 1024, 25, 4, 2, .68, 4996999, 9653797, 44, 46146, 67962, 1965053, 3645759
Go, 1024, 25, 4, 3, .72, 5614914, 9608852, 39, 47631, 71936, 2011119, 3357375
Go, 1024, 25, 4, 4, .61, 5269823, 9505433, 35, 47662, 66893, 1905819, 3264083
Go, 1024, 25, 4, 5, .63, 5413311, 9527275, 41, 44865, 72243, 1944188, 3488946
Go, 1024, 25, 4, 6, .65, 5511923, 9307825, 37, 46833, 72805, 2002040, 3280944
Go, 1024, 25, 4, 7, .70, 5154802, 8961039, 39, 46283, 70046, 2026651, 3267004
Go, 1024, 25, 4, 8, .74, 4966583, 9364400, 38, 46172, 65436, 2036052, 3689396
Go, 1024, 25, 8, 1, .98, 5982103, 9955492, 43, 51102, 71292, 2226598, 4204181
Go, 1024, 25, 8, 2, .89, 5860061, 8951662, 54, 49780, 71188, 2128920, 4334069
Go, 1024, 25, 8, 3, .95, 5368276, 10492616, 41, 48804, 73370, 2282091, 4202472
Go, 1024, 25, 8, 4, .98, 6025406, 9555670, 50, 47887, 73927, 2281248, 3904563
Go, 1024, 25, 8, 5, 1.01, 6068141, 10344824, 43, 49610, 78134, 2142469, 4025475
Go, 1024, 25, 8, 6, .91, 5692754, 10363202, 44, 48342, 77595, 2147720, 3836775
Go, 1024, 25, 8, 7, 1.05, 5874309, 10309879, 45, 51605, 72992, 2191576, 4363923
Go, 1024, 25, 8, 8, .97, 6117840, 10338273, 47, 48154, 74935, 2118712, 3947184
Go, 1024, 25, 16, 1, 1.10, 6339880, 11409534, 49, 54224, 81326, 2446754, 4111421
Go, 1024, 25, 16, 2, 1.14, 6282656, 11053109, 51, 53583, 84450, 2231760, 4575734
Go, 1024, 25, 16, 3, 1.18, 6126233, 11422641, 57, 56978, 79008, 2336490, 4359781
Go, 1024, 25, 16, 4, 1.25, 6191260, 11081473, 60, 62374, 83153, 2378330, 4448199
Go, 1024, 25, 16, 5, 1.17, 6394427, 11140725, 50, 48838, 77462, 2365260, 4890660
Go, 1024, 25, 16, 6, 1.27, 7113124, 11381980, 46, 53041, 76717, 2375744, 4508210
Go, 1024, 25, 16, 7, 1.12, 6540007, 10081855, 51, 55948, 83167, 2371279, 4398555
Go, 1024, 25, 16, 8, 1.08, 6505444, 10115904, 49, 54949, 74768, 2263716, 4447226
Go, 1024, 25, 32, 1, 1.39, 7471399, 12376168, 49, 58018, 84008, 2516063, 4545430
Go, 1024, 25, 32, 2, 1.46, 6948501, 11845852, 48, 58873, 82322, 2506739, 4775752
Go, 1024, 25, 32, 3, 1.31, 7125829, 11327799, 44, 61568, 80689, 2480410, 4729053
Go, 1024, 25, 32, 4, 1.21, 6071031, 11581447, 51, 59721, 87125, 2298396, 4729012
Go, 1024, 25, 32, 5, 1.25, 6599154, 12468876, 52, 57241, 84627, 2463457, 4681717
Go, 1024, 25, 32, 6, 1.26, 6322512, 12062296, 52, 60123, 80992, 2422158, 4677590
Go, 1024, 25, 32, 7, 1.38, 6826610, 12679383, 50, 53785, 83784, 2400143, 4925395
Go, 1024, 25, 32, 8, 1.34, 6354685, 12801515, 49, 56157, 80691, 2542057, 4858660
Go, 1024, 50, 1, 1, .49, 4955372, 8622537, 27, 42394, 64259, 1878195, 3186433
Go, 1024, 50, 1, 2, .48, 4754481, 8228512, 27, 42853, 66487, 1820946, 3169942
Go, 1024, 50, 1, 3, .48, 4922246, 8454446, 33, 41580, 63492, 1736768, 3325322
Go, 1024, 50, 1, 4, .49, 4906724, 8457423, 32, 43346, 64993, 1883954, 3203824
Go, 1024, 50, 1, 5, .50, 5039418, 8370670, 30, 42965, 61928, 1902796, 3494368
Go, 1024, 50, 1, 6, .50, 4887088, 8902963, 28, 42633, 66234, 1884980, 3182252
Go, 1024, 50, 1, 7, .50, 4963565, 8238364, 28, 41203, 62212, 1827564, 3185382
Go, 1024, 50, 1, 8, .49, 4901871, 8345412, 27, 42192, 63554, 1792233, 3217559
Go, 1024, 50, 2, 1, .54, 4961060, 8435494, 36, 45488, 64095, 1955760, 3329575
Go, 1024, 50, 2, 2, .53, 5134854, 8458801, 34, 44149, 65698, 1909232, 3419210
Go, 1024, 50, 2, 3, .54, 5100559, 8731310, 35, 41734, 65733, 1845257, 3308381
Go, 1024, 50, 2, 4, .56, 4945579, 8594918, 33, 44898, 65223, 1951149, 3506872
Go, 1024, 50, 2, 5, .56, 4950316, 8656620, 33, 44373, 64041, 1936020, 3274876
Go, 1024, 50, 2, 6, .54, 4872106, 8755462, 37, 44471, 68987, 1854208, 3118427
Go, 1024, 50, 2, 7, .54, 5060755, 8517343, 31, 45426, 64623, 1986873, 3433908
Go, 1024, 50, 2, 8, .54, 5045707, 8470525, 35, 45613, 64933, 1953154, 3336723
Go, 1024, 50, 4, 1, .67, 5083518, 9466039, 42, 44806, 66996, 2012284, 3362971
Go, 1024, 50, 4, 2, .73, 5442241, 8535832, 41, 46135, 65312, 2053511, 3478333
Go, 1024, 50, 4, 3, .61, 5183478, 8878977, 35, 47725, 67875, 1886143, 3207106
Go, 1024, 50, 4, 4, .67, 5728971, 8718488, 41, 45477, 65307, 1986300, 3420210
Go, 1024, 50, 4, 5, .60, 5049471, 9003567, 40, 45574, 66075, 1958224, 3651028
Go, 1024, 50, 4, 6, .67, 5185219, 9371429, 38, 45697, 65615, 2047724, 3572693
Go, 1024, 50, 4, 7, .72, 5471491, 9721312, 38, 43157, 67909, 2045645, 3487083
Go, 1024, 50, 4, 8, .63, 5629134, 8692257, 38, 45573, 65362, 1985180, 3493171
Go, 1024, 50, 8, 1, 1.06, 6288110, 10098665, 48, 51278, 71268, 2316984, 3690439
Go, 1024, 50, 8, 2, .87, 5868218, 10584183, 43, 49063, 66026, 2108900, 4103545
Go, 1024, 50, 8, 3, .87, 6073002, 8898529, 42, 51443, 72029, 2207230, 3441624
Go, 1024, 50, 8, 4, .96, 5978683, 10017332, 46, 53048, 72633, 2212631, 4041269
Go, 1024, 50, 8, 5, .94, 6081270, 10337409, 46, 49851, 71440, 2173979, 4076184
Go, 1024, 50, 8, 6, .99, 5968481, 10326698, 43, 49430, 74377, 2116778, 3925541
Go, 1024, 50, 8, 7, 1.08, 6610871, 9747845, 41, 51030, 75695, 2113129, 4194784
Go, 1024, 50, 8, 8, .88, 5939843, 9065363, 43, 48307, 71256, 2240262, 3702188
Go, 1024, 50, 16, 1, 1.10, 6659619, 11237496, 54, 52638, 78468, 2177004, 4429472
Go, 1024, 50, 16, 2, 1.14, 7121433, 12495578, 42, 54124, 76218, 2387337, 4253326
Go, 1024, 50, 16, 3, 1.15, 7270320, 10158630, 56, 53220, 76311, 2376813, 3907108
Go, 1024, 50, 16, 4, 1.13, 6055824, 11155371, 56, 55437, 77084, 2309830, 4302097
Go, 1024, 50, 16, 5, 1.18, 5928288, 11850696, 56, 55297, 79563, 2449040, 4109854
Go, 1024, 50, 16, 6, 1.07, 6108971, 10955604, 44, 50371, 83217, 2407711, 4507465
Go, 1024, 50, 16, 7, 1.14, 6718112, 11356074, 55, 54112, 77709, 2520090, 4192475
Go, 1024, 50, 16, 8, 1.02, 6547975, 10378167, 55, 51722, 76271, 2280554, 4061105
Go, 1024, 50, 32, 1, 1.30, 7230826, 12745963, 51, 58038, 77507, 2309669, 5044355
Go, 1024, 50, 32, 2, 1.45, 6751108, 11771670, 51, 57593, 85440, 2418465, 4826901
Go, 1024, 50, 32, 3, 1.16, 6525585, 12647312, 45, 54837, 78230, 2361262, 4473784
Go, 1024, 50, 32, 4, 1.31, 7036872, 10866621, 50, 61536, 82473, 2584605, 4522077
Go, 1024, 50, 32, 5, 1.42, 6713843, 10648222, 55, 61985, 79400, 2573964, 5445949
Go, 1024, 50, 32, 6, 1.35, 7200654, 11823617, 51, 53466, 81039, 2520199, 4688929
Go, 1024, 50, 32, 7, 1.27, 6271404, 12646136, 53, 55190, 75249, 2505360, 4539413
Go, 1024, 50, 32, 8, 1.22, 6753640, 10308013, 53, 55905, 79895, 2533971, 4587972
Go, 1024, 75, 1, 1, .51, 5033624, 8392190, 31, 42204, 64218, 1794735, 3193890
Go, 1024, 75, 1, 2, .48, 4957523, 8185298, 27, 44751, 65365, 1787670, 3103802
Go, 1024, 75, 1, 3, .47, 4714681, 8634481, 31, 41215, 62744, 1834681, 3148382
Go, 1024, 75, 1, 4, .47, 5021140, 8126113, 27, 43818, 64629, 1879358, 3198420
Go, 1024, 75, 1, 5, .48, 4980478, 8548232, 32, 44793, 63344, 1818120, 3383454
Go, 1024, 75, 1, 6, .51, 4916988, 8222269, 26, 43115, 65312, 1852198, 3174712
Go, 1024, 75, 1, 7, .47, 4910884, 8310007, 31, 42060, 65792, 1868257, 3339262
Go, 1024, 75, 1, 8, .52, 4795236, 8796639, 31, 42171, 63825, 1868084, 3177203
Go, 1024, 75, 2, 1, .62, 4982491, 8264693, 31, 45821, 68429, 1913787, 3063591
Go, 1024, 75, 2, 2, .53, 5081469, 8385026, 36, 45218, 64847, 1911408, 3309911
Go, 1024, 75, 2, 3, .57, 5061380, 9028267, 31, 44967, 64999, 1911874, 3063329
Go, 1024, 75, 2, 4, .53, 4994906, 8444199, 36, 45340, 64627, 1849996, 3168914
Go, 1024, 75, 2, 5, .53, 4976590, 8691414, 39, 45685, 65941, 2214804, 3258873
Go, 1024, 75, 2, 6, .56, 4859349, 8495869, 38, 44905, 63702, 2027120, 3122669
Go, 1024, 75, 2, 7, .39, 5094939, 10003880, 40, 42043, 63789, 1938625, 4456900
Go, 1024, 75, 2, 8, .45, 5531217, 9075171, 23, 45409, 62528, 2081981, 3358946
Go, 1024, 75, 4, 1, .57, 6628910, 9089671, 38, 44800, 68351, 1875404, 3343374
Go, 1024, 75, 4, 2, .58, 5157379, 8999885, 42, 45254, 68409, 2010822, 3446020
Go, 1024, 75, 4, 3, .69, 5077651, 8949196, 42, 45621, 65360, 1996247, 3469225
Go, 1024, 75, 4, 4, .60, 5059553, 8580432, 37, 45781, 68074, 2021180, 3598630
Go, 1024, 75, 4, 5, .75, 5578084, 8722101, 43, 44802, 66541, 2056042, 3638832
Go, 1024, 75, 4, 6, .72, 5425801, 9159837, 41, 45381, 66648, 2005226, 3494296
Go, 1024, 75, 4, 7, .75, 5450085, 9928023, 39, 46200, 66732, 2112387, 3431492
Go, 1024, 75, 4, 8, .60, 5337159, 9084376, 36, 46797, 68077, 1894419, 3564818
Go, 1024, 75, 8, 1, 1.05, 5691821, 9333305, 40, 51152, 77627, 2252878, 4023433
Go, 1024, 75, 8, 2, .93, 6165689, 9903327, 41, 50667, 74844, 2237519, 3762809
Go, 1024, 75, 8, 3, .88, 6072311, 9791106, 43, 49220, 71383, 2122599, 3756239
Go, 1024, 75, 8, 4, .95, 5937932, 9613978, 42, 47080, 70439, 2203717, 4261978
Go, 1024, 75, 8, 5, 1.04, 5481438, 10072535, 43, 50723, 73318, 2372147, 4082039
Go, 1024, 75, 8, 6, 1.03, 6232405, 9611115, 45, 48629, 74578, 2352117, 4066421
Go, 1024, 75, 8, 7, .97, 6129329, 10224706, 46, 53482, 72880, 2022488, 3938849
Go, 1024, 75, 8, 8, .97, 6180375, 10374067, 49, 47184, 72822, 2078621, 3943192
Go, 1024, 75, 16, 1, 1.09, 5911525, 12140378, 52, 53311, 75950, 2290477, 4453332
Go, 1024, 75, 16, 2, 1.17, 6745008, 11410938, 52, 52939, 74592, 2316935, 6084913
Go, 1024, 75, 16, 3, 1.04, 6490010, 11509633, 49, 54184, 76985, 2299463, 4280391
Go, 1024, 75, 16, 4, .96, 6421775, 11110503, 51, 50294, 78073, 2403346, 4056617
Go, 1024, 75, 16, 5, 1.07, 6693294, 12967484, 51, 54141, 76319, 2206011, 4645102
Go, 1024, 75, 16, 6, 1.08, 7121774, 11580708, 48, 51680, 78053, 2382518, 4201105
Go, 1024, 75, 16, 7, 1.12, 6191755, 11363461, 50, 53756, 75032, 2348312, 4369507
Go, 1024, 75, 16, 8, 1.03, 6474092, 11522531, 49, 55420, 81294, 2353142, 4374146
Go, 1024, 75, 32, 1, 1.32, 6484368, 13004223, 45, 60569, 84037, 2483756, 4466089
Go, 1024, 75, 32, 2, 1.31, 7235422, 11744607, 47, 58116, 81288, 2473811, 4416572
Go, 1024, 75, 32, 3, 1.19, 7169026, 13839874, 52, 56201, 82938, 2336757, 4684981
Go, 1024, 75, 32, 4, 1.38, 6965678, 11662826, 53, 55585, 81590, 2365446, 5139140
Go, 1024, 75, 32, 5, 1.17, 6308347, 11044989, 47, 57449, 77913, 2630308, 4593418
Go, 1024, 75, 32, 6, 1.19, 7080211, 11473933, 50, 59776, 81747, 2327191, 4563537
Go, 1024, 75, 32, 7, 1.29, 6638575, 12459211, 49, 58469, 83871, 2637182, 4067625
Go, 1024, 75, 32, 8, 1.12, 6591352, 11130883, 48, 55844, 78675, 2356693, 4875830
Go, 1024, 100, 1, 1, .46, 4918382, 8187662, 27, 44380, 64763, 1858372, 3192581
Go, 1024, 100, 1, 2, .46, 4671431, 8049968, 30, 42208, 64235, 1830244, 3210190
Go, 1024, 100, 1, 3, .48, 5223518, 8606988, 31, 42494, 62163, 1865370, 3196664
Go, 1024, 100, 1, 4, .43, 4854527, 8441983, 27, 41996, 64244, 1819688, 3132015
Go, 1024, 100, 1, 5, .46, 5108832, 8345909, 27, 43640, 63973, 1818981, 3225844
Go, 1024, 100, 1, 6, .43, 4916133, 8016366, 32, 42097, 62645, 1718856, 3147129
Go, 1024, 100, 1, 7, .45, 4978093, 8205146, 31, 42183, 63142, 1859687, 3288187
Go, 1024, 100, 1, 8, .44, 4808807, 8329048, 27, 42341, 63890, 1819119, 3187671
Go, 1024, 100, 2, 1, .49, 5102198, 8344579, 32, 43385, 63640, 1963728, 3151087
Go, 1024, 100, 2, 2, .49, 5081001, 8580083, 30, 45744, 64214, 1861615, 3083068
Go, 1024, 100, 2, 3, .47, 4886478, 8323158, 34, 46109, 65521, 1791877, 3559146
Go, 1024, 100, 2, 4, .54, 4848619, 8790901, 35, 42800, 67312, 1967937, 3430733
Go, 1024, 100, 2, 5, .56, 4805743, 8636252, 31, 46148, 66600, 1840172, 3282493
Go, 1024, 100, 2, 6, .49, 4910239, 8557916, 35, 43048, 64050, 1983052, 3177760
Go, 1024, 100, 2, 7, .53, 5092626, 9021208, 34, 44427, 62696, 1938262, 3382756
Go, 1024, 100, 2, 8, .50, 5117299, 8434063, 37, 45418, 64602, 1883379, 3566654
Go, 1024, 100, 4, 1, .64, 5251985, 9120656, 41, 47418, 67265, 1925526, 3487187
Go, 1024, 100, 4, 2, .71, 5299632, 9522841, 40, 50848, 69111, 1939560, 3388076
Go, 1024, 100, 4, 3, .62, 5181393, 8689604, 46, 45423, 66417, 1944203, 4021382
Go, 1024, 100, 4, 4, .59, 5156095, 8887682, 40, 44984, 67842, 1902443, 3565106
Go, 1024, 100, 4, 5, .61, 5120676, 8795537, 39, 43841, 65307, 1929858, 3527490
Go, 1024, 100, 4, 6, .69, 5674333, 9024672, 45, 48207, 69585, 1996644, 3604121
Go, 1024, 100, 4, 7, .64, 5543082, 8922159, 41, 46110, 69164, 1934976, 3613949
Go, 1024, 100, 4, 8, .61, 5110855, 8599341, 44, 45053, 65817, 2074773, 3196033
Go, 1024, 100, 8, 1, .93, 5727449, 10418786, 46, 51716, 73579, 2164245, 4084278
Go, 1024, 100, 8, 2, .89, 5987769, 9542786, 45, 46202, 70496, 2304463, 3811752
Go, 1024, 100, 8, 3, .94, 5610204, 9317457, 43, 50002, 81197, 2070305, 3625026
Go, 1024, 100, 8, 4, .91, 5680029, 9725318, 47, 55038, 72887, 2092840, 3847620
Go, 1024, 100, 8, 5, .99, 5828789, 9323911, 40, 49697, 70511, 2015314, 4086759
Go, 1024, 100, 8, 6, .86, 5756193, 10409786, 45, 48697, 72806, 2121220, 3729280
Go, 1024, 100, 8, 7, .94, 5900447, 10602705, 41, 53748, 65406, 2198988, 3866016
Go, 1024, 100, 8, 8, .88, 5831280, 10454993, 43, 49659, 70547, 2102850, 3983385
Go, 1024, 100, 16, 1, 1.06, 7088484, 11448164, 38, 54665, 78687, 2327925, 4911009
Go, 1024, 100, 16, 2, 1.00, 5707742, 12149112, 48, 51577, 73937, 2301945, 4971100
Go, 1024, 100, 16, 3, 1.03, 6620527, 10458934, 42, 52857, 81763, 2346567, 4410956
Go, 1024, 100, 16, 4, 1.36, 7069474, 12047057, 53, 52742, 86786, 2236827, 5090409
Go, 1024, 100, 16, 5, 1.11, 6684078, 11197995, 43, 54358, 82237, 2272553, 4788937
Go, 1024, 100, 16, 6, 1.04, 6477646, 11434897, 55, 53923, 76395, 2643155, 4539474
Go, 1024, 100, 16, 7, 1.05, 6924949, 10447709, 48, 51708, 75338, 2602818, 4261250
Go, 1024, 100, 16, 8, 1.07, 6479944, 10524645, 55, 53072, 76312, 2280833, 4419480
Go, 1024, 100, 32, 1, 1.50, 6542390, 12954770, 52, 57217, 83773, 2431070, 5093123
Go, 1024, 100, 32, 2, 1.31, 7321569, 11418902, 54, 54091, 82038, 2382565, 4938758
Go, 1024, 100, 32, 3, 1.26, 6514027, 11684071, 46, 54421, 85147, 2298424, 4191521
Go, 1024, 100, 32, 4, 1.22, 6851874, 13014744, 45, 53776, 77627, 2544503, 3956346
Go, 1024, 100, 32, 5, 1.22, 6583327, 10453160, 46, 54575, 84772, 2533644, 4680336
Go, 1024, 100, 32, 6, 1.21, 6712305, 11811939, 52, 53996, 84718, 2390430, 4032461
Go, 1024, 100, 32, 7, 1.33, 6615749, 12741154, 52, 62551, 89944, 2455431, 4314754
Go, 1024, 100, 32, 8, 1.15, 6274653, 11320709, 52, 55912, 76656, 2323403, 4504257
Go, 16384, 0, 1, 1, 7.91, 26585684, 25765630, 77, 80583, 193406, 3383297, 8815162
Go, 16384, 0, 1, 2, 7.93, 26635751, 25164874, 79, 82774, 195102, 3338663, 8911824
Go, 16384, 0, 1, 3, 7.98, 26505846, 25795987, 78, 84061, 197910, 3311057, 9319758
Go, 16384, 0, 1, 4, 7.92, 26607554, 25661865, 79, 85268, 197659, 3418586, 9054996
Go, 16384, 0, 1, 5, 7.88, 26689749, 25228718, 70, 82560, 192605, 3345118, 8955003
Go, 16384, 0, 1, 6, 7.96, 26564767, 25254015, 78, 83299, 198374, 3385371, 9164437
Go, 16384, 0, 1, 7, 7.96, 26489882, 25296920, 76, 84436, 196564, 3349168, 9206042
Go, 16384, 0, 1, 8, 7.87, 26471035, 25736115, 70, 82260, 185340, 3278909, 9243395
Go, 16384, 0, 2, 1, 4.87, 26867129, 26827538, 80, 73980, 199714, 3474789, 9876409
Go, 16384, 0, 2, 2, 4.94, 27035694, 26188199, 82, 76287, 196781, 3558647, 10113626
Go, 16384, 0, 2, 3, 4.90, 27302250, 27196620, 82, 76175, 204654, 3473098, 9666634
Go, 16384, 0, 2, 4, 5.00, 26950513, 26851649, 81, 73890, 198164, 3500570, 10031695
Go, 16384, 0, 2, 5, 4.91, 26657336, 26271496, 82, 75884, 206519, 3417621, 10130752
Go, 16384, 0, 2, 6, 4.92, 26716023, 27087874, 81, 75582, 193330, 3433246, 9788725
Go, 16384, 0, 2, 7, 4.92, 26933590, 26733157, 77, 75638, 199818, 3396769, 10368844
Go, 16384, 0, 2, 8, 4.93, 26676727, 26503417, 70, 76528, 199506, 3403766, 10132306
Go, 16384, 0, 4, 1, 4.32, 28027624, 29158608, 90, 79416, 202578, 3764586, 10754432
Go, 16384, 0, 4, 2, 4.12, 27727029, 28288654, 98, 84139, 206028, 3748902, 10779119
Go, 16384, 0, 4, 3, 4.23, 27738472, 28822585, 94, 80949, 210891, 3768156, 10972602
Go, 16384, 0, 4, 4, 4.23, 27202596, 29354022, 92, 81549, 201767, 3757174, 10547018
Go, 16384, 0, 4, 5, 4.14, 27594430, 28112614, 103, 80523, 203412, 3926516, 10796365
Go, 16384, 0, 4, 6, 4.37, 27612020, 28188103, 100, 82976, 205255, 3917024, 10843959
Go, 16384, 0, 4, 7, 4.20, 27341039, 28920043, 97, 81736, 205991, 3784581, 10843584
Go, 16384, 0, 4, 8, 4.17, 27572522, 28743931, 100, 81771, 215597, 3759146, 10610078
Go, 16384, 0, 8, 1, 3.94, 28705635, 32425741, 120, 97514, 219261, 4266476, 12139445
Go, 16384, 0, 8, 2, 4.00, 28461860, 31743854, 125, 100342, 222865, 4564250, 12263873
Go, 16384, 0, 8, 3, 4.25, 28916753, 31942896, 121, 95365, 218150, 4408295, 12608843
Go, 16384, 0, 8, 4, 4.09, 28872001, 31749733, 109, 92627, 223299, 4326702, 12004186
Go, 16384, 0, 8, 5, 4.23, 29578970, 31060310, 117, 93864, 223370, 4444895, 11990794
Go, 16384, 0, 8, 6, 4.14, 28771581, 31035799, 114, 96870, 223930, 4547193, 12216343
Go, 16384, 0, 8, 7, 4.22, 29013549, 31909939, 112, 93444, 227762, 4533925, 12866285
Go, 16384, 0, 8, 8, 4.16, 28748961, 31635840, 120, 92793, 214311, 4515221, 11718892
Go, 16384, 0, 16, 1, 4.83, 31800226, 37703798, 129, 118111, 260150, 4973328, 14264127
Go, 16384, 0, 16, 2, 4.34, 31643874, 35657774, 143, 108250, 241011, 4791003, 14571676
Go, 16384, 0, 16, 3, 4.33, 31843160, 40280171, 135, 113358, 247746, 5007818, 14223480
Go, 16384, 0, 16, 4, 4.58, 32194471, 37976138, 148, 109527, 238415, 5082874, 14012444
Go, 16384, 0, 16, 5, 4.42, 32360480, 36174486, 114, 107039, 241037, 5008615, 14589609
Go, 16384, 0, 16, 6, 4.46, 32445074, 36493900, 133, 119411, 246894, 4514403, 13854147
Go, 16384, 0, 16, 7, 4.59, 32734111, 36002006, 147, 111920, 238675, 4912111, 14269314
Go, 16384, 0, 16, 8, 4.48, 33079404, 37976441, 128, 108539, 225377, 4766638, 12684861
Go, 16384, 0, 32, 1, 5.42, 33955239, 41766531, 157, 120287, 249024, 5903410, 15558914
Go, 16384, 0, 32, 2, 5.06, 34114710, 42102946, 156, 123470, 256060, 5179660, 16255788
Go, 16384, 0, 32, 3, 5.30, 33432073, 38596525, 174, 114420, 243296, 5717979, 16500179
Go, 16384, 0, 32, 4, 5.01, 33903310, 42092153, 140, 120887, 250779, 5448038, 17161916
Go, 16384, 0, 32, 5, 5.05, 32411794, 39009920, 146, 120011, 261265, 7161925, 15359104
Go, 16384, 0, 32, 6, 5.60, 35408927, 42659130, 147, 131444, 251780, 5994325, 17340225
Go, 16384, 0, 32, 7, 4.26, 35669264, 38986132, 134, 103780, 255257, 6289840, 22316455
Go, 16384, 0, 32, 8, 3.20, 34600277, 51859916, 138, 112224, 249378, 5740919, 22513490
Go, 16384, 25, 1, 1, 5.21, 27724037, 28693486, 69, 78303, 198641, 3524507, 8984771
Go, 16384, 25, 1, 2, 8.51, 27043102, 25752857, 70, 82220, 195132, 3422260, 8802519
